Sub_Before,Tense,Complement,Reading,left,buinn,right,source,year
No,,NULL,svo búið,"áður og sest í búið?"" Karl svaraði að engu væri eytt að svo",búnu,"""og muntu nú skipta af þínum hlut því eg veit að þú munt eiga búið að helmin",(svarfd),
No,,NULL,svo búið,og stóðu blóðbogar úr andlitinu og gekk Þorkell burt við svo,búið,en Karl fór til sinna manna. Og er Ljótólfur sér þetta á honum spyr Ljótólfu,(svarfd),
No,,NULL,Fixed,og muntu nú skipta af þínum hlut því eg veit að þú munt eiga,búið,"að helmingi eða meir."" Ljótólfur sagði: ""Það þykir mér ráð að í vor sé skipt",(svarfd),
No,,NULL,Fixed,i ál og verju. Svo skal verða ef vér lifum b(ræður). við böl,búinn,Böggvir höggvinn. Það var eitt sinn að Ingvildur fagurkinn settist í kné Kl,(svarfd),
No,,NULL,Fixed,Kolbein sem þeir höfðu hið fyrra vorið. Ljótólfur varð fyrri,búinn,en Karl og fóru synir Ásgeirs með Ljótólfi. Þá spurði Þorsteinn svörfuður K,(svarfd),
No,,NULL,Fixed,ur hafði mannaforræði um allan dalinn. Böðvar hyggjum vér að,búið,"hafi að Urðum, sonur Eyjólfs Breiðhöfða er Urðamenn eru frá komnir. Eyjólfur",(svarfd),
No,PST,NULL,,Karl knörr einn og á einn allan farminn. Og er hann var mjög,búinn,sér hann hvar tveir menn ganga og leiddu konu í millum sín. Þar kennir hann,(svarfd),
No,Samsett,NULL,,ni og óx æ meir og meir virðing hans. En er hann hafði lengi,búið,þá tók Ingibjörg kona Þorsteins þunga sótt og lá ei lengi áður hún andaðist.,(svarfd),
No,,NULL,Fixed,"og þili nýskafin. Skáli var á aðra hönd, tjaldaður allur og",búinn,vel. Bárður sat í öndvegi. Hann var sköllóttur í skarlatsklæðum og hélt á h,(tasaldi),
No,,NULL,Fixed,"hræddir hversu við ykkur mun búið."" Var þeim þá sett borð og",búið,vel. Skorti þar þá hvorki vist né drykk góðan. En er þeir voru mettir mælti,(tasaldi),
No,,NULL,Fixed,ð að vera í nótt þó að þið séuð hræddir hversu við ykkur mun,búið,"."" Var þeim þá sett borð og búið vel. Skorti þar þá hvorki vist né drykk góða",(tasaldi),
No,PRS,NULL,,sængur og sváfu vel þá nótt. Um morguninn er þeir voru braut,búnir,bað Bárður menn sína fylgja þeim af garði. En er þeir voru út komnir litaði,(tasaldi),
No,,NULL,Fixed,"Og eitt sinn mælti konungur við hann: ""Hversu er þá við þig",búið,", er þér þykir best og þér má helst líka eða viltu hér staðfestast og kvongas",(th_aust),
No,PST,NULL,,"larfalli, er þau komu til skips. Váru menn Þorsteins þá burt",búnir,", en er þeir sáu Þorstein, urðu þeir fegnir. Sté Þorsteinn þá á skip, ok sig",(th_bmagn),
No,,NULL,Fixed,ok váru kölluð Hvítingar. Þau váru tveggja álna há ok gulli,búin,". Konungr lét sitt hornit ganga á hvárn bekk, ""ok skal hverr drekka af í einu",(th_bmagn),
No,Samsett,NULL,,órður dó af sári því er Kolgrímur veitti honum. Kálfur hafði,búið,veislu konungi. Magnús konungur hafði frétt nokkura af vígum þessum áður han,(th_halla),
No,PST,NULL,,sitt um sumarið sem fyrr er sagt og létu í haf er þeir voru,búnir,. Þeir Bjarni og Þórður flimtu Þorgrím og voru illa til hans en hann lét sem,(th_halla),
No,PST,NULL,,ó hann skip þeirra til Íslands. Létu þeir í haf er þeir voru,búnir,. Þeir komu skipi sínu í Kolbeinsárós. Settist Illugi í bú á Brúnastöðum en,(th_halla),
No,,NULL,vel búið,opnast haugurinn og gengur þar út maður mikill vexti og vel,búinn,". Hann gekk upp á hauginn að Hallbirni og mælti: ""Þar liggur Hallbjörn og vi",(th_jarl),
No,,NULL,svo búið,þykklega svara og mislíkaði orð hans mjög og skildu við svo,búið,. Þorleifur fór nú til manna sinna og svaf af um nóttina og um morguninn rís,(th_jarl),
No,,NULL,Fixed,"um höfðingja?"" ""Satt er það herra,"" kvað hann. Jarl mælti: """,Búið,"þar komi að gömlum orðskvið, að það er oft gott er gamlir kveða, og flyttu f",(th_jarl),
No,,NULL,Fixed,ótum. Þórhallur var göfugrar ættar. Höfðu hans foreldrar þar,búið,fyrir honum. Þórhallur var maður siðlátur og þó heiðinn sem þá var flest fól,(th_knapp),
No,,NULL,svo búið,hann bæri eigi aftur sverð hans og kvað eigi mundu hlýða svo,búið,. Þorsteinn óttaðist heldur hót hans og lét illa í svefni. Kona hans vakti ha,(th_kumlb),
No,,NULL,Fixed,r þar litlu síðar og settist í rúm það eða sæti er var honum,búið,en konungsmenn leita fjárins bæði í kistum og hvetvetna var upp brotið það e,(th_odds),
No,,NULL,svo búið,máttu þeir eigi við haldast kaupskipið. Skiljast nú við svo,búið,". Þá mælti Oddur: ""Nú höfum vér sett undan ágangi Einars flugu en þar þætti m",(th_odds),
No,,NULL,Fixed,"r á skip Odds og mælti: ""Það kann vera,"" segir hann, ""að þér",búið,setið mitt með finnskattinum og skal þar nú fyrst leita og hvervetna um skip,(th_odds),
No,,NULL,Fixed,r nefndur. Hann var snemma mikill og vænn og vel að íþróttum,búinn,. Hann var hverjum manni kurteisari. Af því var hann kallaður Ásbjörn prúði.,(th_orms),
No,PST,NULL,,"eg kem þar sem sagði völvan arma."" Ormur lést þeirrar farar",búinn,"""en eigi þykir mér þú þar mega um keppa því að nógu mart vita þess háttar m",(th_orms),
No,,NULL,,ann var snemmendis bæði mikill og sterkur og vel að íþróttum,búinn,því að þá er hann var sjö vetra samvægði hann hinum sterkustum mönnum um af,(th_orms),
No,Samsett,NULL,,"við sáttir ef þú yrkir aðra vísu um Árna."" Hann kvaðst þess",búinn,. Ganga síðan þangað sem Árni sat. Þórarinn kvað vísu: Fullvíða hefir fræðum,(th_stutt),
No,,NULL,svo búið,"st öllum biskupsskrúða og vígði vatn, gekk þá að eldinum svo",búinn,", hafði mítur á höfði og bagal í hendi. Hann vígði eldinn og dreifði vatninu",(th_vidfo),
No,,NULL,Fixed,"i og veglegum."" Þorvaldur spurði hversu lengi hann hefði þar",búið,". Koðrán sagði hann þar byggt hafa langa ævi. ""Þá mun eg,"" segir Þorvaldur, """,(th_vidfo),
No,,NULL,Fixed,að birtast honum með björtu og blíðlegu yfirliti og ágætlega,búinn,"en nú var hann í svörtum og herfilegum skinnstakki, dökkur og illilegur í á",(th_vidfo),
No,,NULL,vel búið,íða siður til og féll einn lítill lækur um þveran skálann og,búið,"um vel. En þeir hvorigir vildu öðrum samneyta, kristnir menn og heiðnir. Þá",(th_vidfo),
No,,NULL,svo búið,tri dísir mundu vilja hjálpa honum og komust eigi við að svo,búnu,. Nú munuð þér frændur þeirra njóta er þann munuð hafa er þær boða fyrir og f,(thidrand),
No,PST,NULL,,"að mæla því að það mun fram ganga sem ætlað er."" Veislan var",búin,að veturnóttum. Kom þar fátt boðsmanna því að veður var hvasst og viðgerðarm,(thidrand),
No,,NULL,svo búið,ó eigi gerð í mungát og skipti það dægrum mjög mörgum er svo,búið,"stóð og þótti þá flestum nær sýnt að allt mundi ónýtast. Þá hét húsfreyjan,",(thorl),1210
No,,NULL,svo búið,itið á mig en eigi vil eg og eigi má eg þér bót vinna að svo,búnu,af því að á hendi þér eru ljótar höfuðsyndir ósagðar og óbættar og hefir þú,(thorl),1210
No,,NULL,Fixed,"r hann brott í friði að vild sinna óvina, síðan þeir sá hann",búinn,"að þola öll vandræði, heldur en sveigja réttindin með nokkurskyns óeinurð e",(thorl),1210
No,,NULL,Fixed,miðla í kenningum sínum er hann var áður trautt jafn vel við,búinn,sem nú. En er hann hafði sex ár af Íslandi verið þá vitjaði hann aftur til,(thorl),1210
No,,NULL,Fixed,"ínum biskupsdómi, þá er það þó frábært hversu Þorlákur hefir",búið,sig til biskupstignar langt frá því sem allir aðrir. Hann var hreinlífur all,(thorl),1210
No,PST,NULL,,issuri því meira sem hann kunni gerr að sjá en aðrir. Þá var,búið,um líkamann og skorið hár hans. Hafa menn þann helgan dóm víða og fá mikla b,(thorl),1210
No,PRS,NULL,,rins og var þá þegar mikil skuld ger til þeirra nauðsynja er,búið,þurfti að hafa. Hann hafði þá þegar mikla skapraun bæði af viðurvist manna o,(thorl),1210
No,PST,NULL,,frá sagt. Var ætlað að hann skyldi þar kirkju vígja. Þar var,búin,vegleg veisla móti honum. Og að ákveðnum degi kemur hann þar með sínu förune,(thorl),1210
No,PRS,NULL,,"orð hljóður um stundarsakir en að lyktum mælti hann: ""Eg er",búinn,fyrir þetta mál að þola allt það sem mér má í koma. Gjör hvað er þú vilt þv,(thorl),1210
No,,NULL,Fixed,imaður mikill var Þormóður Kolbrúnarskáld og vel að íþróttum,búinn,", skáld gott, meðalmaður á vöxt, allra manna snarastur. Hann undi sér öngu e",(thorm_fl),
No,,NULL,Fixed,"var áður á öðru skipi, svo illa sem hann hafði sína sök til",búið,. Þormóður heyrði þetta sjálfur og svarar konungi með vísu þessi: Hafa þóttis,(thorm_fl),
No,,NULL,Fixed,tu röskur maður og drengur góður um alla hluti og vel að þér,búinn,. Nú vil eg að þú bregðir þessu ráði og svo föður þíns og Kraka mágs þíns og,(thors_hv),
No,,NULL,Fixed,mikil tíðindi þá er spurðust. Um sumarið eftir voru mál til,búin,á hendur Þorsteini Þorfinnssyni og varð hann sekur um víg Einars. Brodd-Helg,(thors_hv),
No,,NULL,Fixed,ngi. Hann var allra manna vinsælastur. Og er Þorsteinn hafði,búið,marga vetur að Hofi þá gerðust þau tíðindi að herbergjum hans að Ingibjörg t,(thors_hv),
No,Samsett,NULL,,það að öllu. Bræður hans ætluðu með honum utan og urðu eigi,búnir,svo skjótt sem hann því að þeir fóru að fjárheimtingum sínum um héraðið. Au,(thors_hv),
No,PST,NULL,,bæði. Þetta sumar ætlaði Þorsteinn utan með Þorleifi og voru,búnir,fyrir þing. Þá var um rætt hverjum hann mundi fá í hendur goðorð sitt. Þors,(thorst_s),
No,,NULL,svo búið,l fylgt fyrir utan mál Hauks. Það kvað hann ónýtt standa svo,búið,. Þórhaddur kvað þá mága mundu á það sættast sjálfa en kvað þó fleirum hafa g,(thorst_s),
No,,NULL,Fixed,ér svo sýnist það ráð að eg taki við goðorði þínu þá skal eg,búinn,"og boðinn til þess starfs sem þú vilt mig til nýta."" Þorsteinn kvað þetta v",(thorst_s),
No,,NULL,vel búið,Váru þar í þrír tigir hirðmanna konungs. Váru þessir allvel,búnir,at klæðum. Váru þeir búnir um kveldit ok ætluðu at fara um morguninn. Þar v,(thorstei),
No,,NULL,vel búið,"Ok þá er þeir váru búnir með fjögur ok tuttugu skip, öll vel",búin,"at mönnum ok vápnum, lýstu þeir því, at þeir ætla at halda til Indíalands. 7",(thorstei),
No,,NULL,vel búið,Þar kemr við land þann tíma Jökull með tíu skipum ok öll vel,búin,"sakir vápna ok manna. Þarf þá eigi at sökum at spyrja, at Jökull lét sækja a",(thorstei),
No,PST,NULL,,"ir var inn tómlátasti. Var þat allt jafnsnemma, er þeir váru",búnir,", at Jökull kom at með menn sína. Tvær dyrr váru á skálanum. Varði Þorsteinn",(thorstei),
No,PST,NULL,,á gjábakkanum ok Þórir var kominn framan í gjábakkann ok var,búinn,at falla bak aftr. Í því gat Þorsteinn gripit til hans ok kippti honum upp,(thorstei),
Yes,PST,NULL,,eir heim í Svafa ok létu græða menn sína. Ok þá er þeir váru,búnir,"með fjögur ok tuttugu skip, öll vel búin at mönnum ok vápnum, lýstu þeir þv",(thorstei),
No,PST,NULL,,"nfaxa Síðan greiddu þeir róðr fram fyrir nesit, er þeir váru",búnir,", ok geta þá at líta, hvar Ötunfaxi liggr með öllu sínu skipaliði. Létu þeir",(thorstei),
No,,NULL,Fixed,ét sækja at Þorsteini ok mönnum hans. Þorsteinn var lítt við,búinn,", því at þeir váru mjök dasaðir af mæði ok sjávargangi. Þessi bardagi var bæ",(thorstei),
No,,NULL,Fixed,Þorsteinn spretti af sér silfrbelti ok gaf honum. Þar fylgdi,búinn,"knífr. Sveinninn mælti: ""Þetta var vel gefit. Skal ek allan hug á leggja, a",(thorstei),
No,,NULL,svo búið,"n en þú ert."" Fer Þórormur á konungs fund og segir honum svo",búið,". Konungur mælti: ""Skjótt munum vér gera skiptin þá. Vér munum eignast land h",(tjaldst),
No,,NULL,svo búið,"g rétt en ei hann."" Nú verða sendimenn aftur að fara við svo",búið,. Og á þessi stundu kom Þórormur og lét Ásgrímur þings kveðja. Þá stóð Ásgrím,(tjaldst),
No,PRS,NULL,,"gamall og Þórunn föðursystir þeirra, fóstra Þorgeirs. En er",búið,"var skip til hafs þá mælti Þorsteinn við félaga sína: ""Það mundi faðir minn",(tjaldst),
No,PST,NULL,,g er vorar lætur Ívar búa skip sitt í Gautavík og er það var,búið,býst Ívar brott úr Krossavík og hans menn. Þorkell ríður í veg með Ívari og,(uxafots),
No,,NULL,Fixed,allaður Ívar ljómi. Hann var hverjum manni betur að íþróttum,búinn,", ofmetnaðarmaður svo mikill að nálega máttu öngir menn mæla né gera til jaf",(uxafots),
No,,NULL,Fixed,hauginn. En er Þorsteinn kom þar sýndist honum þar vel fyrir,búið,. Hann sá þar til hægri handar sitja ellefu menn á bekk. Þeir voru allir rauð,(uxafots),
No,Samsett,NULL,,hvort hann vildi fara með honum á Heiðarskóg. Þorsteinn lést,búinn,þeirrar ferðar. Bjuggust þeir einn morgun snemma og fóru á skíðum upp á fja,(uxafots),
No,,NULL,svo búið,"ann sagði að Ljótur væri var um sig. ""Ei uni eg nú þó að svo",búið,"sé,"" sagði Guðmundur. ""Vil eg nú hafa við ráð þín og sækja út í dalinn og fo",(valla),1230
No,,NULL,svo búið,g öxi snaghyrnda og var vafið járni skaftið. Þá var hann svo,búinn,er vígahugur var á honum. En þá honum líkaði vel hafði hann þá brúnan kyrti,(valla),1230
No,,NULL,Fixed,"""Hví er þér þar betra að búa en hér?"" Halli mælti: ""Þar hafa",búið,göfgir frændur mínir enda fýsir mig þangað að fara en sitja samkera við þig,(valla),1230
No,PST,NULL,,jórir saman. Og er þeir komu út í Ólafsfjörð þá var varan ei,búin,því að margir höfðu keypt en hann var einn í bundinn skuldum við Böðvar. Þei,(valla),1230
No,,NULL,svo búið,"ti Þorsteinn: ""Förum að með ráðum. Ei er sýnt hve vegnar svo",búið,. Þeir hafa vígi nokkuð en menn harðsnúnir og sæki sumir á bak þeim og vertu,(valla),1230
No,PRS,NULL,,"ná nokkrum þeirra."" Narfi kvaðst heimill: ""Til þess er eg nú",búinn,". Er mér og kunnug öll göng og leynivegar en gæfuvant er til slíkra ráða."" G",(valla),1230
No,,NULL,svo búið,n sé harður maður en móðir hans margkunnig þá má þó eigi svo,búið,"vera."" Oddur svarar og kvaðst mundu í leita nokkurs. Eitt kveld bjóst Oddur",(vatnsdae),1280
No,,NULL,Fixed,til veislunnar með miklu fjölmenni. Finnan var sett hátt og,búið,um hana veglega. Þangað gengu menn til frétta hver úr sínu rúmi og spurðu að,(vatnsdae),1280
No,,NULL,Fixed,"di."" Ingimundur var lagiður í bátinn frá skipinu Stíganda og",búið,um virðulega sem þá var siður um tigna menn. Þetta spurðist nú víða og þótti,(vatnsdae),1280
No,PST-SBJ,NULL,,"þig."" Þann dag skyldi frá boðinu ríða. Þorgils spurði hvort",búinn,væri dagverður. Þorkell kvað búinn þegar soðið var og kvað skammt til þess,(vatnsdae),1280
No,Samsett,NULL,,íða. Þorgils spurði hvort búinn væri dagverður. Þorkell kvað,búinn,þegar soðið var og kvað skammt til þess og gekk út verkmanna dyr og inn aðr,(vatnsdae),1280
No,PRS,NULL,,"k til dyra og heilsaði Jökli bróður sínum. Hann mælti: ""Ertu",búinn,"Þorsteinn til hólmstefnunnar?"" Hann svarar: ""Þykir þér einsætt að fara því",(vatnsdae),1280
No,,NULL,svo búið,skap þitt og launar eigi góðu gott. Nú sé eg að eigi má svo,búið,"hlýða og mun eg fá þér bústað hér yfir í Ási."" Hrolleifur kvað sér það og ei",(vatnsdae),1280
No,,NULL,svo búið,ur heitir. Eða muntu þora að ganga í flokk Guðmundar við svo,búið,"?"" Hann kvaðst þora mundu með hennar ráði. Hún svarar: ""Hættum nú til þessa.",(vatnsdae),1280
No,,NULL,Fixed,"ti: ""Ríðum að vel og hlaupum á þá svo að þeir verði eigi við",búnir,"."" Þorsteinn svarar: ""Eigi skulum vér óðlega láta og skal eg hafa orð fyrir",(vatnsdae),1280
No,,NULL,Fixed,Hann gekk svo snúðugt að Þorsteinn hrataði fyrir og við því,búið,að hann mundi falla á eldinn. Jökull sá þetta og varð reiður mjög. Hann hélt,(vatnsdae),1280
No,,NULL,Fixed,"i knýtt í gull mikið er hún átti og mælti: ""Fari nú hvað sem",búið,"er."" Síðan gekk hún inn og lauk aftur hurðu. Þá hljóp aurskriða á bæinn og d",(vatnsdae),1280
No,,NULL,Fixed,"ngimund sem honum hefði hugur sagt ""en veislu hefi eg þér nú",búna,"fóstri minn með öllum þeim föngum sem eg hefi til."" Ingimundur kvaðst og kom",(vatnsdae),1280
No,IMP,NULL,,"ána þvera ""og er búi þinn fæstum líkur."" Ingimundur mælti: """,Búið,"hest minn og vil eg til ríða."" Hann var þá gamall og nær blindur. Hafði hann",(vatnsdae),1280
No,,NULL,Fixed,Eftir þetta efnar Ingimundur til brúðhlaupsgerðar og að því,búnu,kemur þar Haraldur konungur og mart annað stórmenni. Gengur Ingimundur að ei,(vatnsdae),1280
No,,NULL,Fixed,a rúm var mátulegt. Rekkjan var vel tjölduð. Þar var og borð,búið,með hreinum dúkum og heiðurlegum krásum og hinum besta drykk. Ekki gerði Þor,(vatnsdae),1280
No,,NULL,Fixed,þá upp lög og landsréttur. 16. kafli Þá er Ingimundur hafði,búið,nokkura hríð að Hofi lýsir hann utanferð sinni að sækja sér húsavið því að h,(vatnsdae),1280
No,IMP,NULL,,"imti til sín Þorstein mág sinn og svo dóttur sína og mælti: """,Búið,nú ferð yðra svo héðan í braut að það sé með mikilli sæmd í fjárhlutum og me,(vatnsdae),1280
No,PST,NULL,,Þeir skiptust mörgum gjöfum við um veturinn og er voraði var,búið,skip Ingimundar með farmi þeim er hann kaus og því viðarvali er best fékk. K,(vatnsdae),1280
No,,NULL,svo búið,undur segir hana þar illu heilli hafa komið. Hún kvað nú svo,búið,"vera mundu hvort er honum þætti vel eða illa. Og enn mælti hún: ""Gríms eru o",(vatnsdae),1280
Yes,PST,NULL,,r stórfé. 14. kafli Nú lætur Ingimundur í haf þegar hann var,búinn,með sitt föruneyti og áttu góða útivist og komu út vestur fyrir Ísland og s,(vatnsdae),1280
No,,NULL,svo búið,"é hans en fáum eigi veitt hann sjálfan"" og fóru heim við svo",búið,". Eitt sinn mælti Þorsteinn enn til bræðra sinna: ""Forvitni væri mér á að fre",(vatnsdae),1280
No,,NULL,vel búið,eigi sætti ráði og fengu fimm skip að hausti og voru öll vel,búin,að vopnum og mönnum og öllum herskap. Það sýndist brátt að Ingimundur var dj,(vatnsdae),1280
No,,NULL,Fixed,ng vildi [vægðit jarl fyr jöfri] Yggs niðr friðar biðja. 21.,Búinn,"lézk valdr, ef vildi valmey konungr heyja, hölða morðs at halda [herr fell",(vellekla),
No,PST,NULL,,um sig að hann hittist aldrei í þeirri rekkju sem honum var,búin,. Oft svaf hann lítið um nætur og gengu þeir Már og ræddu um málaferli. Eina,(vigaglum),1215
No,PST,NULL,,im með sína menn og lét færa hina dauðu í úthýsi eitt og var,búið,um Þorvald virðulegast því að klæði voru borin undir hann og var hann rifaðu,(vigaglum),1215
No,,NULL,Fixed,r um hann Hrúgu? Hvað væntir þig hversu eg mun við hann hafa,búið,"?"" Hreiðar svarar: ""Það mun nú okkur víst máli skipta hversu þú hefir það ger",(vigaglum),1215
No,,NULL,Fixed,ði feld á höfði sér. Hann þótti þar fól eitt. Þar var veisla,búin,að veturnóttum og gert dísablót og allir skulu þessa minning gera. Glúmur si,(vigaglum),1215
No,PST,NULL,,"ð þú farir þá."" Nú bjuggu kaupmenn ferð sína og er þeir voru",búnir,leitar Eyjólfur enn eftir um utanferð sína við Hreiðar. Hann sagði honum si,(vigaglum),1215
No,,NULL,svo búið,ur um víg Þorvalds og kom Glúmur honum utan. Og fóru við svo,búið,heim og undu þeir Þorvarður og Þórarinn illa við og þóttist Þórarinn enga sæ,(vigaglum),1215
No,,NULL,svo búið,laup skal vera að Þverá um haustið og skilja þeir nú við svo,búið,. Arnór átti malt út að Gásum og skyldi hann sjálfur sækja og húskarl einn me,(vigaglum),1215
No,,NULL,Fixed,"til. Þórarinn svarar: ""Það er mitt ráð að þið flytjið hingað",búin,"bæði, af Grund og Möðrufelli, og söfnum að oss mönnum sem tíðast og komum sa",(vigaglum),1215
No,,NULL,Fixed,"að réttu færi."" Þá stóð Glúmur á fætur og varð eigi þó fyrr",búinn,en að dagmálum. Hann tók þá feldinn blá og spjótið gullrekna í hönd sér og,(vigaglum),1215
No,,NULL,Fixed,"m ef að réttu færi."" Þá stóð Glúmur upp og varð þó eigi fyrr",búinn,"en að dagmálum. Hann tók þá feldinn blá og spjótið gullrekna í hönd sér, lé",(vigaglum),1215
No,,NULL,Fixed,"i Glúmur að ónýtt var málið: ""Hafið þér öðrum manni á hendur",búið,"málið en vegið hefir, en víginu veld eg."" Síðan nefnir hann votta að ónýtt e",(vigaglum),1215
No,,NULL,Fixed,"i manna. Glúmur kvað ekki það vera. Þorvarður segir: ""Er til",búið,"málið?"" Glúmur kvað það eigi vera. ""Slíkur dagur væri vel til fallinn. Þoka",(vigaglum),1215
No,,NULL,Fixed,er að það má mörgum kunnigt vera að þér hafið málið meir til,búið,með óskapi en eigi séu spjöllin á því að Sigmund drap eg á mínu fé og áður e,(vigaglum),1215
No,,NULL,Fixed,"vér það að bjóða Glúmi sætt."" Þorvarður segir: ""Hvort er til",búið,"vígsmálið?"" Þórarinn segir: ""Ekki hefi eg til spurt eða hvað veistu af?"" Han",(vigaglum),1215
No,PST,NULL,,úmur sat þar til hins efsta fardags. En er menn voru í brott,búnir,þá settist Glúmur í öndvegi og gerði eigi á brott ganga þótt að honum væri,(vigaglum),1215
No,Samsett,NULL,,r mundu eigi báðir af þeim fundi fara lífs. En Bárður kveðst,búinn,"þess ef þeir skyldu tveir við leikast ""en það er engi vaskleikur að þrír ga",(vigaglum),1215
No,,NULL,svo búið,"n og frændur ""en mér er þaðan ókunnigt,"" segir hann, ""að svo",búnu,. Nú trúi eg þér best að fara með mínum erindum norður þangað. En það skal ve,(vigaskut),
No,,NULL,svo búið,"Steingrímur hafði sent eftir yxnunum, og segja honum til svo",búins,hvað af þeim var orðið. En hann lét þegar leita eftir. Fékk hann til ferðar,(vigaskut),
No,,NULL,svo búið,"i hvað þessu skyldi, kemur heim síðan og segir honum til svo",búins,og nú þykir Þorbergi hann hafa vel gert. Um morguninn kemur Þorbergur snemm,(vigaskut),
No,,NULL,svo búið,p til hennar. Vémundur fór til Áskels og sagði honum til svo,búins,og varð Áskell illa við og þótti hann mjög klæmst hafa til þessa máls og kv,(vigaskut),
No,,NULL,svo búið,"annan mann."" Nú sér Vémundur að hann fær ekki að gert að svo",búnu,en þó vildi hann fyrir hvern mun fá viðinn keyptan. Og nú kaupir hann að ein,(vigaskut),
No,,NULL,svo búið,löng stund fram til þeirra Vémundar. En þó kvað hann nú svo,búið,vera mundu. Þeir ríða nú í Eyjafjarðardal til Grana og voru þar um nóttina.,(vigaskut),
No,,NULL,svo búið,vergi hinn seka manninn og fer Þorgeir nú heim aftur við svo,búið,. 21. kafli Nú er þar til að taka að Grímur heitir maður er Þórður gellir haf,(vigaskut),
No,,NULL,Fixed,i verkfæri haft með sér. Nú þótti þeim eigi vel í hendur sér,búið,að tóftin var full af torfi og grjóti. Björn bauð að ljá þeim verkfærin er h,(vigaskut),
No,,NULL,Fixed,nn var og þar hittir hann jarðhússmunna. Þar var þann veg um,búið,að þar var borinn fyrir hrísflekkur og stungið í gegnum hríslum og var svo a,(vigaskut),
No,,NULL,Fixed,i nótt og giftist honum síðan. Nú er það sagt að mál var til,búið,um víg Skútu og varð Þórður illugi sekur um vígið Skútu og skal hann vera ut,(vigaskut),
No,,NULL,svo búið,p frænda sinna um það að þeir mundu eigi hafa skilið við svo,búið,ef þeir vissu þá þegar en hann kvaðst gjarna vilja að engir menn hlytu illt,(vigaskut),
No,,NULL,svo búið,og kvað það líkara að Steingrímur mundi eigi vilja hafa svo,búið,", ""þvílíka svívirðing sem þú hefir nú gert honum."" Vémundur kvaðst eigi síður",(vigaskut),
No,,NULL,svo búið,"ti af vita um háttu Skútu, og þótti Þóroddi ekki færi að svo",búnu,. Illt þótti Þorgrími að starfa í þessu því að Skúta var vel til hans. Þórodd,(vigaskut),
No,,NULL,svo búið,a manna en hinir fóru á fund Þorgeirs og segja honum til svo,búins,. Nú eggjar Þorbergur mjög að ríða eftir Skútu en Þorgeir vill það ekki og k,(vigaskut),
No,,NULL,svo búið,Áskell hann hafa tvær merkur silfurs og skiljast nú við svo,búið,. Það er sagt að Vémundur kom að máli við konu sína einnhvern dag og segir að,(vigaskut),
No,,NULL,svo búið,"í brún, fer nú þegar að finna Áskel, kvaðst eigi una við svo",búið,að eigi kæmi hér nokkuð fyrir og segir honum nú það sem á var orðið. Áskell,(vigaskut),
No,,NULL,svo búið,a það sem þú vilt síður því að eigi mun auðvelt þykja að svo,búnu,"að komast yfir hann. Og eigi ber okkur að minni nauðsyn til, þótt torvelt sé",(vigaskut),
No,,NULL,svo búið,onum þiggja vilja fé né mansalsmenn og kvaðst heldur við svo,búið,una mundu sem honum var þá ætlað. 11. kafli Það er nú að segja að Háls kemur,(vigaskut),
No,PST,NULL,,ganga nú eftir jarðhúsinu og koma að þar sem um festina var,búið,. Og nú skáru þeir festina og létu síga hóglega niður hödduna. Nú lúka þeir u,(vigaskut),
No,PST,NULL,,í dyngju sinni um daginn og margt kvenna hjá henni. Og þá er,búið,var til að þær komi inn konurnar þá sendi Hallsteinn húskarl sinn eftir þeim,(vigaskut),
No,,NULL,Fixed,en Skúta og fóstra hans er Sigríður hét að væri þann veg um,búið,. Og svo unni hann henni mikið að hann trúði henni einni að vita með sér slík,(vigaskut),
No,,NULL,Fixed,ins með allan flokkinn og svo til búðarinnar. Mál eru nú til,búin,á hönd Skútu og Glúmur galt fyrir hann hundrað silfurs þar á þinginu. Fara m,(vigaskut),
No,,NULL,Fixed,Arnór hafði haft af Þorbergi höggvinkinna. Þetta mál var til,búið,á hönd Þorbergi til Eyjarþings og var þar sæst á málið. Skal Þorbergur gjald,(vigaskut),
No,,NULL,Fixed,l og lagabrot í þeima hlut. En Björn kvað svo mundu um verða,búið,"að bóndi mætti þessu vel una, tók nú ofan höttinn og kenndi bóndi þar Vémund",(vigaskut),
Yes,PST,NULL,,ti ferðinni áður en orð Áskels komu til en þá var hann þegar,búinn,. Ljót að Þverá í Laxárdal hitti hann er þá var sem óðast að skálasmíð og hi,(vigaskut),
No,,NULL,Fixed,Grímur honum tilræði og hjó til Skútu. En Skúta var þann veg,búinn,að hann var í kufli og hafði brynju undir kuflinum. Festi öxi Gríms í kufli,(vigaskut),
No,,NULL,Fixed,t að Skúta hafði látið gera sér lokrekkju. En þar var svo um,búið,að ketill var upp yfir rekkjuna og reist upp haddan yfir katlinum og voru þa,(vigaskut),
No,,NULL,svo búið,far geisla. Tók Þórir jarl því ekki fljótt og skildu við svo,búið,. 6. kafli Nokkuru síðar kom Þorgrímur að máli við konung og bað hann gefa sé,(viglund),1400
No,,NULL,svo búið,n maður af Víglundi en tveir af þeim Jökli og skildu við svo,búið,. Enn hélst vinátta með þeim Þorgrími og Hólmkeli sem áður. Spurði hann og að,(viglund),1400
No,,NULL,Fixed,"íþróttir sem þá voru tíðar að nema því, að Ketill var betur",búinn,að íþróttum en flestir menn aðrir. Þeir héldu sér leiksveina og gáfu þeim g,(viglund),1400
